Index,Model,Price,specs,gen,Core_Thread,RAM,Storage,Graphics,display,os,Warranty
627,Dell G15-5515 Gaming Laptop (Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹71,990",66,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
628,Lenovo IdeaPad 15ITL05 81X800J3IN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹37,300",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
629,Asus VivoBook 14 M415DA-EB512WS Laptop (Ryzen 7 3700U/ 16GB/ 512GB SSD/ Win11 Home),"₹47,990",62,AMD Ryzen 7  3700U,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,AMD Radeon RX Vega 10,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
630,Asus VivoBook K15 OLED KM513UA-L711WS Laptop (Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),"₹60,500",66,5th Gen AMD Ryzen 7  5700U,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
631,Asus M515DA-BR322WS Laptop (Ryzen 3 3250U/ 8GB/ 256GB SSD/ Win11 Home),"₹27,990",,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",8 GB DDR4 RAM,256 GB SSD,AMD Radeon AMD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
632,Asus TUF Gaming F15 FX506LH-HN258WS Gaming Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹57,690",66,10th Gen Intel Core i5 10300H,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce GTX 1650,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
633,Lenovo IdeaPad 1 11IGL05 81VT009UIN Laptop (Celeron N4020/ 4GB/ 256GB SSD/ Win11 Home),"₹23,590",,Intel Celeron  N4020 ,"Dual Core, 2 Threads",4 GB DDR4  RAM,256 GB SSD,Intel UHD Graphics 600,"11.6 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
634,HP Pavilion x360 14-dy1048TU Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹78,500",62,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels, Touch Screen",Windows 11  OS,1 Year Warranty
635,Asus E410KA-BV001W Laptop (Celeron N4500/ 4GB/ 256GB SSD/ Win11 Home),"₹23,990",,Intel Celeron N4500 N4500,"Dual Core, 2 Threads",4 GB  RAM,256 GB SSD,Intel UHD Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
636,HP 14s-dq2606tu Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win10 Home),"₹45,600",60,11th Gen Intel Core i3 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD Graphics,"14 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
637,Asus TUF Gaming F15 FX506LH-HN310W Laptop (10th Gen Core i5/ 8GB/ 1TB SSD/ Win11/ 4GB Graph),"₹63,649",,10th Gen Intel Core i5 10300H ,"Quad Core, 8 Threads",8 GB  RAM,1 TB SSD,4 GB NVIDIA GTX 1650,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
638,Lenovo IdeaPad 3 81WB018YIN Laptop (10th Gen Core i3/ 8GB/ 1TB HDD/ Win11 Home),"₹31,990",,10th Gen Intel Core i3 10110U ,"Dual Core, 4 Threads",8 GB DDR4 RAM,1 TB Hard Disk,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
639,Lenovo IdeaPad Flex 5 82HU00PQIN Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),"₹64,450",62,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
640,Asus X415EA-EB502WS Laptop (11th Gen Core i5/ 8GB/ 256GB SSD/ Win11),"₹49,990",,Intel Core i5 1135G7 ,"Quad Core, 8 Threads",8 GB  RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
641,HP 250 G8 5T9P8PA Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹42,000",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel UHD,"15.6 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
642,Samsung Galaxy Book2 360 13 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹94,990",67,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB  RAM,512 GB SSD,Intel Iris Xe Graphics,"13.3 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
643,Samsung Galaxy Book2 Pro 13 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹93,990",69,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,Intel Iris Xe Graphics,"13.3 inches, 1080 x 1920 pixels",Windows 11 OS,1 Year Warranty
644,Asus ROG Strix G15 G513RC-HN083W Gaming Laptop (Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),"₹1,05,990",61,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,4 GB NVIDIA GeForce RTX RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
645,Asus ROG Strix G15 G513RC-HN062W Gaming Laptop (Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹96,990",60,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",16 GB DDR5 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
646,Asus ROG Strix G17 2022 G713RC-HX021W Gaming Laptop (Ryzen 7-6800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹1,02,569",72,6th Gen AMD Ryzen 7 6800H,"Octa Core, 16 Threads",16 GB DDR5  RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"17.3 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
647,Lenovo IdeaPad Flex 5 82HS018XIN Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),"₹85,400",66,11th Gen Intel Core i7 1165G7 ,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,"14 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
648,Asus ZenBook Duo 14 2021 UX482EGR-KA521WS Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 2GB Graph),"₹79,990",63,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4X RAM,512 GB SSD,2 GB NVIDIA GeForce MX450,"14 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
649,Asus ZenBook Duo 14 2021 UX482EGR-KA711WS Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 2GB Graph),"₹89,990",63,11th Gen Intel Core i7 1195G7,"Quad Core, 8 Threads",16 GB LPDDR4X RAM,1 TB SSD,2 GB NVIDIA GeForce MX450,"14 inches, 1920 x 1080 pixels, Touch Screen",Windows 11  OS,1 Year Warranty
650,HP 15s-fq4022TU Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹51,890",,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
651,Lenovo IdeaPad 5 15ITL05 82FG01B5IN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹59,990",68,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
652,Asus VivoBook Ultra K14 K413EA-EB311WS Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹39,490",,11th Gen Intel Core i3 1125G4,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics ,"14.1 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
653,HP 250 G7 1W5G0PA Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Pro),"₹54,890",,10th Gen Intel Core i5 1035G1 ,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated,"15.6 inches, 1366 x 768 pixels",Windows 10 OS,1 Year Warranty
654,Asus Vivobook ‎X415EA-EB572WS Laptop (11th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win11 Home),"₹49,990",,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4  RAM,1 TB Hard Disk,256 GB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS
655,Dell Inspiron 3511 Laptop (11th Gen Core i5/ 8GB/ 256GB SSD/ Win11),"₹57,200",,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,256 GB SSD,Intel Integrated UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
656,HP 14s- dq3032tu Laptop (Celeron Dual Core/ 8GB/ 256GB SSD/ Win11 Home),"₹25,400",,Intel Celeron  N4500,Dual Core,8 GB DDR4 RAM,256 GB SSD,Intel Integrated UHD Graphics,"14 inches, 1366 x 768 pixels",Windows 11  OS,1 Year Warranty
657,MSI Stealth GS66 12UGS-042IN Gaming Laptop (12th Gen Core i7/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹2,75,990",79,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",32 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 3070 Ti,"15.6 inches, 2560 x 1440 pixels",Windows 11  OS,2 Year Warranty
658,HP 245 G8 62G69PA Laptop (Ryzen 3/ 8GB/ 512GB SSD/ Win 11 Home),"₹27,940",,3rd Gen AMD Ryzen 3  3250U ,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon,"14 inches, 1366 x 768 pixels",Windows 11  OS,1 Year Warranty
659,HP Pavilion 15-eg0547TU Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home),"₹59,999",63,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
660,HP 14s-dr2512TU Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Windows 11 Home),"₹37,990",,11th Gen Intel Core i3 1125G4,"Quad Core, 8 Threads",8 GB DDR4 RAM,256 GB SSD,Intel UHD Graphics,"14 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
661,Dell Inspiron 3511 Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹58,490",,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 10  OS,1 Year Warranty
662,Lenovo IdeaPad 3 82H801LGIN (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home),"₹37,000",,11th Gen Intel Core i3,8 GB DDR4 RAM,256 GB SSD,Intel UHD Graphics,"15 inches, 1920 x 1080 pixels",Windows 11  OS,2 Year Warranty,
663,HP x2 11-da0017QU Chromebook (Snapdragon 7c/ 8GB/ 128GB eMMC/ Chrome OS),"₹39,999",,Qualcomm Snapdragon 7c Snapdragon 7c,"Octa Core, 8 Threads",8 GB LPDDR4x RAM,Qualcomm Adreno 618,"11 inches, 2160 x 1440 pixels",Chrome OS,1 Year Warranty,
664,HP 15s-du3517TU Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹60,000",60,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
665,HP 15s-dy3501TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹43,100",,11th Gen Intel Core i3 1125G4,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1366 x 768 pixels",Windows 11  OS,1 Year Warranty
666,Asus P1411CEA-BV1030 Laptop (11th Gen Core i3/ 4GB/ 256 SSD/ Endless OS),"₹31,990",,11th Gen Intel Core i3 1115G4 ,"Dual Core, 4 Threads",4 GB  RAM,256 GB SSD,Intel UHD Graphics,"14 inches, 1366 x 768 pixels",1 Year Warranty,Backlit Keyboard
667,Lenovo Slim 3 82H801LJIN Notebook (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹40,490",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
668,Dell Inspiron 3511 Laptop (11th Gen Core i3/ 8GB/ 1TB 256GB SSD/ Win11),"₹41,299",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,1 TB Hard Disk,256 GB SSD,Intel Integrated UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows OS
669,Dell Latitude 7410 Laptop (10th Gen Core i5/ 8GB/ 256GB SSD/ Win10 Pro),"₹77,499",60,10th Gen Intel Core i5 10210U ,"Quad Core, 8 Threads",8 GB DDR4 RAM,256 GB SSD,Intel UHD Graphics,"14 inches, 1920 x 1080 pixels",Windows 10  OS,1 Year Warranty
670,Dell Vostro 3405 Laptop (Ryzen 3-3250U/ 8GB/ 1TB HDD/ Win11),"₹36,400",,3rd Gen AMD Ryzen 3  3250U ,"Dual Core, 4 Threads",8 GB DDR4 RAM,1 TB Hard Disk,AMD Radeon,"14 inches, 1920 x 1080 pixels",Windows 11 OS,2 USB 3.0 Ports
671,Asus VivoBook 15 X515MA-BR001W Laptop (Celeron N4020/ 4GB/ 1TB HDD/ Win11 Home),"₹25,780",,Intel Celeron  N4020,"Dual Core, 2 Threads",4 GB  RAM,1 TB Hard Disk,Intel UHD Graphics 600,"15.6 inches, 1366 x 768 pixels",Windows 11  OS,1 Year Warranty
672,Asus VivoBook 14 X415FA-BV341T Laptop (10th Gen Core i3/ 8GB/ 256GB SSD/ Win10 Home),"₹29,950",,10th Gen Intel Core i3 10110U,"Dual Core, 4 Threads",8 GB DDR4 RAM,256 GB SSD,Intel Integrated UHD,"14 inches, 1280 x 720 pixels",Windows 10 OS,1 Year Warranty
673,HP Pavilion 15-eg1001TU Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹60,990",,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris X,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
674,HP Pavilion 15-EC2145AX Gaming Laptop (Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹70,527",63,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce GTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
675,Asus Vivobook Pro 15 OLED M3500QC-L1262TS Laptop (Ryzen 7 5800H/ 16GB/ 1TB SSD/ Win10/ 4GB Graph),"₹86,900",66,5th Gen AMD Ryzen 7 5800H ,"Octa Core, 16 Threads",16 GB DDR4  RAM,1 TB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 10  OS,1 Year Warranty
676,Asus CX1101CMA-GJ0007 Chromebook (Celeron Dual Core/ 4GB/ 64GB eMMC/ Chrome OS),"₹18,990",,Intel Celeron  N4020,"Dual Core, 2 Threads",4 GB LPDDR4 RAM,64 GB Hard Disk,Intel UHD Graphics 600,"11.6 inches, 1366 x 768 pixels",Chrome OS,1 Year Warranty
677,Asus Vivobook Pro 15 OLED K3500PC-L1037TS Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win10/ 4GB Graph),"₹1,13,935",65,11th Gen Intel Core i7 11370H ,"Quad Core, 8 Threads",16 GB DDR4  RAM,1 TB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 10  OS,1 Year Warranty
678,Dell Inspiron 3515 Laptop (Ryzen 5 3450U/ 8GB/ 1TB 256GB SSD/ Win10),"₹52,990",61,3rd Gen AMD Ryzen 5  3450U,Quad Core,8 GB DDR4 RAM,1 TB Hard Disk,256 GB SSD,AMD Radeon Vega Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS
679,Asus Vivobook X415EA-EB372WS Laptop (11th Gen Core i3/ 8GB/ 1TB 256GB SSD/ Win11 Home),"₹38,990",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,1 TB Hard Disk,256 GB SSD,Intel UHD Graphics,"14.1 inches, 1920 x 1080 pixels",Windows 11 OS
680,Asus VivoBook 15 2021 X515JA-EJ362WS Laptop (10th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹32,990",,10th Gen Intel Core i3 1005G1,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows OS,1 Year Warranty
681,Lenovo IdeaPad Gaming 15ACH6 82K200X6IN Gaming Laptop (Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹58,490",66,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce GTX 1650,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
682,Lenovo V14 G2-ITL 82KAA01SIH Laptop (11th Gen Core i3/ 4GB/ 256GB SSD/ Win10 Pro),"₹38,799",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",4 GB DDR4 RAM,256 GB SSD,Intel Integrated UHD,"15 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
683,Apple MacBook Pro 14 inch MKGQ3HN Laptop (M1 Pro 10-core CPU/ 16GB/ 1TB SSD/ Mac OS Monterey/ 16-core GPU),"₹2,13,894",,Apple M1 Pro M1 Pro,10 Cores (8P + 2E),16 GB Unified Memory RAM,1 TB SSD,16-core GPU,"14.2 inches, 3024 x 1964 pixels",Mac OS,1 Year Warranty
684,Apple MacBook Pro 16 inch MK193HN Laptop (M1 Pro 10-core CPU/ 16GB/ 1TB SSD/ Mac OS Monterey/ 16-core GPU),"₹2,33,894",,Apple M1 Pro M1 Pro,10 Cores,16 GB Unified Memory RAM,1 TB SSD,16-core GPU,"16.2 inches, 3456 x 2234 pixels",Mac OS,1 Year Warranty
685,Dell Latitude 3420 Laptop (11th Gen Core i7/ 8GB/ 512GB SSD/ Win10 Pro),"₹85,000",,11th Gen Intel Core i7 1165G7 ,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",Windows 10  OS,1 Year Warranty
686,Lenovo V15 82C30052IH Laptop (Intel Celeron N4020/ 4GB/ 1TB HDD/ FreeDOS),"₹21,999",,Intel Celeron  N4020 ,"Dual Core, 2 Threads",4 GB DDR4 RAM,1 TB Hard Disk,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",DOS OS,1 Year Warranty
687,Dell Inspiron 3511 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10),"₹55,990",,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 10  OS,1 Year Warranty
688,Lenovo ThinkPad X1 Carbon 20XWS03T00 Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win10 Pro),"₹2,13,900",61,11th Gen Intel Core i7 1165G7 ,"Quad Core, 8 Threads",16 GB  RAM,512 GB SSD,Intel UHD 620,"14 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
689,Avita Pura NS14A6ING541 Laptop (APU A6 9220e/ 8GB/ 256GB SSD/ Windows 10),"₹25,390",,AMD APU A6 9220e,Dual Core,8 GB DDR4 RAM,256 GB SSD,AMD Radeon R4,"14 inches, 1366 x 768 pixels",Windows 10 OS,6 Months Warranty
690,Acer Nitro 5 AN515-45 Gaming Laptop (Ryzen 7 5800H/ 16GB/ 1TB 256GB SSD/ Win10 Home/ 6GB Graph),"₹99,900",79,5th Gen AMD Ryzen 7  5800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,1 TB Hard Disk,256 GB SSD,6 GB NVIDIA GeForce RTX 3060,"15.6 inches, 2560 x 1440 pixels",Windows 10 OS
691,Avita Pura NS14A6ING431 Laptop (APU A6/ 4GB/ 128GB SSD/ Win10),"₹17,990",,AMD APU A6,Dual Core,4 GB DDR4 RAM,128 GB SSD,AMD Radeon R4,"14 inches, 1366 x 768 pixels",Windows 10 OS,2 Year Warranty
692,Nokia PureBook S14 NKi511TL85S Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win 11 Home),"₹47,990",,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,"14.1 inches, 1920 x 1080 pixels",Windows OS,1 Year Warranty
693,Dell Inspiron 3515 Laptop (Ryzen 5 3450U/ 8GB/ 256GB SSD/ Win10),"₹43,699",,3rd Gen AMD Ryzen 5  3450U,Quad Core,8 GB DDR4 RAM,256 GB SSD,AMD Radeon Vega Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
694,Acer Extensa EX215-54 Laptop (11th Gen Core i3/ 4GB/ 1TB HDD/ Win10 Home),"₹32,439",,11th Gen Intel Core i3 1115G4 ,"Dual Core, 4 Threads",4 GB  RAM,1 TB Hard Disk,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
695,MSI GF63 Thin 10UC-607IN Gaming Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),"₹59,990",62,10th Gen Intel Core i5,8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,2 Year Warranty,Backlit Keyboard
696,Lenovo IdeaPad 3 CB 11IGL05 82BA001PHA Laptop (Celeron Dual Core/ 4GB/ 64GB eMMC/ Chrome OS),"₹17,990",,Intel Celeron  N4020,"Dual Core, 2 Threads",4 GB LPDDR4 RAM,Intel Integrated UHD,"11.6 inches, 1366 x 768 pixels",Chrome OS,1 Year Warranty,Backlit Keyboard
697,MSI Alpha 15 B5EEK-029IN Gaming Laptop (Ryzen 7 /16GB/ 1TB SSD/ Win10 Home/ 8GB Graph),"₹90,900",69,AMD Ryzen 7,Hexa Core,16 GB DDR4 RAM,1 TB SSD,8 GB AMD Radeon RX6600M,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
698,Dell Latitude 3420 Laptop (11th Gen Core i5/ 8GB/ 500GB HDD/ Win10 Pro),"₹76,490",,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,500 GB Hard Disk,Intel UHD Graphics,"14 inches, 1366 x 768 pixels",DOS OS,1 Year Warranty
699,Lenovo IdeaPad Gaming 3 15IHU6 82K1004DIN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),"₹78,990",66,11th Gen Intel Core i5 11300H,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050 Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 10  OS,1 Year Warranty
700,MSI Katana GF66 11UC-628IN Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win10 Home/ 4GB Graph),"₹97,600",76,11th Gen Intel Core i7 11800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,1 TB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,2 Year Warranty
701,Asus X409FA-BV301T Laptop (10th Gen Core i3/ 4GB/ 1TB/ Win10 Home),"₹34,000",,10th Gen Intel Core i3 10110U,"Dual Core, 4 Threads",4 GB DDR4 RAM,1 TB Hard Disk,Intel Integrated,"14 inches, 1366 x 768 pixels",Windows 10 OS,1 Year Warranty
702,HP Pavilion 15-eh1103AU Laptop (Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win10 Home),"₹66,400",63,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,AMD Radeon AMD,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
703,Dell Vostro 3400 Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win10 Home),"₹40,289",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,256 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
704,Lenovo Ideapad Slim 3 82H801DHIN Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Free DOS),"₹37,990",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,256 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",DOS OS,1 Year Warranty
705,Asus ROG Strix G15 2021 G513IH-HN086T Gaming Laptop (AMD Ryzen 7 4800H/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),"₹75,490",69,4th Gen AMD Ryzen 7  4800H,"Octa Core, 16 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce GTX 1650,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
